Date,Region,State,Sales Rep,Product,Category,Units Sold,Revenue,Profit,Customer Type,Customer Segment,Channel,Profit Margin
2023-04-06,North,Florida,Charlie,Beta,Electronics,27,1847.17,649.92,New,Enterprise,Online,35.18463379115078
2023-04-06,North,Illinois,Charlie,Epsilon,Furniture,11,439.09,74.24,New,Enterprise,Retail,16.907695461067206
2023-04-06,East,Texas,Alice,Beta,Office Supplies,34,1122.51,195.65,Returning,SMB,Retail,17.429688822371293
2023-04-05,South,California,Charlie,Delta,Office Supplies,33,2221.49,824.23,Returning,Enterprise,Online,37.10257529856088
2023-04-05,West,Florida,Charlie,Delta,Office Supplies,16,375.06,111.94,Returning,Individual,Online,29.84589132405482
2023-04-05,South,Texas,Alice,Gamma,Electronics,40,2608.28,1033.99,New,Individual,Online,39.64259972088886
2023-04-04,West,California,Bob,Gamma,Electronics,29,1301.36,340.77,New,Enterprise,Retail,26.18568267043708
2023-04-04,West,Michigan,Diana,Delta,Office Supplies,38,3574.03,799.77,Returning,Enterprise,Retail,22.377260403522072
2023-04-04,East,Michigan,Alice,Gamma,Electronics,39,3259.76,1159.86,Returning,Enterprise,Retail,35.58114707831251
2023-04-04,West,California,Diana,Delta,Furniture,39,3657.75,673.29,New,Enterprise,Online,18.40721755177363
2023-04-04,South,Florida,Alice,Epsilon,Furniture,1,57.86,16.24,Returning,Individual,Online,28.067749740753538
2023-04-03,West,Michigan,Bob,Beta,Office Supplies,12,609.66,72.89,New,Individual,Online,11.955844241052391
2023-04-02,South,New York,Charlie,Delta,Furniture,32,870.05,344.67,Returning,SMB,Retail,39.61496465720361
2023-04-02,East,Pennsylvania,Charlie,Gamma,Office Supplies,42,1127.59,438.38,New,SMB,Retail,38.877606222119745
2023-04-01,South,Illinois,Charlie,Delta,Furniture,30,1076.2,326.65,New,SMB,Online,30.35216502508827
2023-04-01,West,Texas,Diana,Alpha,Furniture,15,541.23,145.14,Returning,SMB,Online,26.816695305138293
2023-03-31,South,Georgia,Alice,Beta,Furniture,32,2502.88,812.78,New,Enterprise,Online,32.473790193696864
2023-03-31,North,California,Alice,Delta,Furniture,36,1906.46,344.59,New,Individual,Retail,18.074861261185653
2023-03-31,West,Texas,Diana,Epsilon,Office Supplies,35,1680.21,494.28,New,Individual,Online,29.41775135250951
2023-03-31,South,California,Charlie,Alpha,Electronics,43,2994.25,1052.33,Returning,Enterprise,Online,35.14502797027636
2023-03-29,West,Florida,Bob,Gamma,Electronics,6,294.61,42.89,Returning,Individual,Retail,14.558229523777197
2023-03-29,North,Michigan,Charlie,Alpha,Office Supplies,35,3210.39,321.84,New,Individual,Retail,10.024950239690504
2023-03-29,West,Ohio,Alice,Epsilon,Electronics,38,1305.06,176.88,Returning,SMB,Retail,13.553399843685348
2023-03-28,North,North Carolina,Alice,Alpha,Office Supplies,4,194.98,29.17,New,Individual,Retail,14.960508770130271
2023-03-28,West,New York,Bob,Epsilon,Office Supplies,2,197.39,69.2,New,SMB,Retail,35.05750037995846
2023-03-27,South,Pennsylvania,Bob,Alpha,Office Supplies,13,399.74,159.39,Returning,SMB,Online,39.87341772151898
2023-03-27,West,Texas,Bob,Alpha,Office Supplies,24,2160.31,522.73,Returning,SMB,Online,24.19699024677014
2023-03-26,South,Pennsylvania,Diana,Beta,Furniture,22,1667.35,656.62,New,SMB,Online,39.381053767955144
2023-03-26,East,Georgia,Charlie,Epsilon,Furniture,17,1288.26,292.11,New,Individual,Retail,22.67477062083741
2023-03-26,West,Pennsylvania,Charlie,Alpha,Office Supplies,11,689.5,174.14,New,SMB,Retail,25.255982596084113
2023-03-26,West,New York,Diana,Delta,Office Supplies,33,1171.15,129.73,Returning,Individual,Online,11.07714639456944
2023-03-26,East,Texas,Alice,Alpha,Furniture,18,1419.63,178.44,Returning,Enterprise,Retail,12.569472327296548
2023-03-25,South,Michigan,Diana,Beta,Furniture,5,180.74,29.35,Returning,SMB,Retail,16.238796060639594
2023-03-25,West,Michigan,Charlie,Beta,Furniture,39,1967.43,546.78,New,Individual,Online,27.791585977645962
2023-03-25,West,Illinois,Alice,Epsilon,Office Supplies,33,1586.46,412.42,New,SMB,Online,25.99624320814896
2023-03-25,North,California,Charlie,Alpha,Office Supplies,5,436.27,165.81,New,SMB,Retail,38.00628051436038
2023-03-24,West,Ohio,Diana,Delta,Office Supplies,49,4622.32,481.52,New,SMB,Retail,10.417279634469272
2023-03-24,North,Florida,Bob,Delta,Electronics,50,3893.42,1133.47,New,Enterprise,Retail,29.112451263927348
2023-03-24,South,North Carolina,Charlie,Alpha,Furniture,16,1060.03,228.8,New,Individual,Retail,21.584294784109886
2023-03-24,North,Michigan,Alice,Delta,Electronics,8,501.34,57.09,New,Enterprise,Retail,11.387481549447482
2023-03-24,South,Texas,Bob,Delta,Office Supplies,27,820.4,130.7,New,Enterprise,Online,15.931253047294003
2023-03-24,East,New York,Alice,Delta,Electronics,42,2336.41,829.42,Returning,Enterprise,Retail,35.49976245607577
2023-03-24,North,Pennsylvania,Diana,Beta,Furniture,19,1116.46,232.39,New,Individual,Retail,20.814897085430733
2023-03-23,North,Georgia,Alice,Epsilon,Electronics,32,3128.79,460.88,Returning,SMB,Online,14.730295098105017
2023-03-22,North,Texas,Charlie,Delta,Electronics,16,1165.42,228.96,New,SMB,Online,19.64613615692197
2023-03-22,West,Pennsylvania,Diana,Beta,Office Supplies,44,1371.94,190.28,Returning,Individual,Online,13.869411198740469
2023-03-22,West,Michigan,Diana,Beta,Office Supplies,42,3735,802.28,Returning,Individual,Online,21.480053547523426
2023-03-21,South,North Carolina,Bob,Gamma,Furniture,35,2791.24,845.81,New,Individual,Retail,30.302302919132718
2023-03-21,East,Michigan,Alice,Alpha,Furniture,14,873.61,260.25,New,Enterprise,Retail,29.790180973203146
2023-03-21,North,Pennsylvania,Alice,Epsilon,Electronics,24,1490.22,586.42,New,SMB,Retail,39.35123673014722
2023-03-21,East,Ohio,Diana,Delta,Electronics,16,1262.52,404.13,New,SMB,Retail,32.00978994392168
2023-03-21,West,Ohio,Alice,Gamma,Office Supplies,44,2049.12,440.77,Returning,Enterprise,Online,21.510209260560632
2023-03-21,West,Michigan,Bob,Alpha,Office Supplies,12,1035.59,268.07,New,Enterprise,Retail,25.885726976892403
2023-03-21,South,Pennsylvania,Bob,Alpha,Office Supplies,46,1747.7,693.3,New,Individual,Online,39.66927962464953
2023-03-20,North,Michigan,Bob,Epsilon,Office Supplies,24,2164.05,611.03,Returning,Enterprise,Retail,28.23548439268963
2023-03-20,North,Pennsylvania,Charlie,Delta,Furniture,15,991.07,219.46,New,Individual,Retail,22.143743630621447
2023-03-20,West,North Carolina,Diana,Beta,Furniture,25,725.15,88.78,New,SMB,Online,12.242984210163415
2023-03-19,North,Texas,Bob,Delta,Furniture,8,223.46,64.03,Returning,Individual,Online,28.653897789313522
2023-03-19,North,Michigan,Diana,Epsilon,Electronics,13,632.76,125.89,Returning,Enterprise,Online,19.895378974650736
2023-03-18,East,Michigan,Charlie,Alpha,Electronics,28,2200.68,818.23,New,SMB,Online,37.180780486031594
2023-03-18,East,Pennsylvania,Charlie,Alpha,Furniture,10,872.81,116.87,Returning,Individual,Online,13.390084898202359
2023-03-18,East,Illinois,Bob,Gamma,Furniture,12,1072.79,335.7,New,SMB,Retail,31.292237996252766
2023-03-17,North,Ohio,Bob,Epsilon,Electronics,41,1450.84,526.17,Returning,Enterprise,Retail,36.26657660389843
2023-03-17,South,Michigan,Alice,Epsilon,Furniture,10,413.87,99.85,New,Enterprise,Online,24.125933264068426
2023-03-17,South,California,Bob,Epsilon,Office Supplies,50,1300.64,427.07,Returning,SMB,Retail,32.83537335465617
2023-03-17,South,Illinois,Alice,Delta,Furniture,50,3032,1137.72,New,Individual,Online,37.52374670184697
2023-03-17,West,Illinois,Bob,Gamma,Furniture,21,882.23,277.59,Returning,SMB,Online,31.464584065379775
2023-03-17,North,North Carolina,Diana,Gamma,Office Supplies,18,851.69,278.23,New,SMB,Online,32.667989526705725
2023-03-17,East,New York,Alice,Gamma,Electronics,24,1211.86,275.83,New,Individual,Online,22.760879969633457
2023-03-16,West,New York,Alice,Gamma,Office Supplies,31,1515.11,317.64,New,Enterprise,Retail,20.964814435915542
2023-03-16,East,California,Diana,Beta,Electronics,5,441.37,100.26,Returning,Individual,Retail,22.715635407934386
2023-03-16,West,Georgia,Charlie,Beta,Office Supplies,20,864.74,249.77,New,Individual,Online,28.88382635242963
2023-03-16,North,New York,Bob,Beta,Furniture,32,2463.37,974.27,New,SMB,Online,39.55029086170571
2023-03-16,South,California,Diana,Beta,Office Supplies,42,3636.14,366.65,Returning,Individual,Retail,10.0834951349508
2023-03-15,East,Georgia,Diana,Delta,Furniture,29,2796.21,372.86,Returning,Individual,Online,13.334477739511696
2023-03-15,East,Illinois,Bob,Gamma,Office Supplies,34,2507.5,689.73,Returning,Enterprise,Online,27.50667996011964
2023-03-15,East,New York,Bob,Delta,Furniture,45,2711.93,575.78,Returning,Enterprise,Online,21.231373966142193
2023-03-15,East,New York,Bob,Gamma,Office Supplies,46,3394.2,881.99,Returning,Enterprise,Online,25.985210064227214
2023-03-15,South,Pennsylvania,Diana,Alpha,Office Supplies,33,3133.65,939.86,New,Individual,Online,29.992500757902125
2023-03-14,West,New York,Alice,Epsilon,Furniture,17,1327.85,224.2,Returning,Enterprise,Retail,16.884437248183154
2023-03-14,North,Pennsylvania,Bob,Delta,Electronics,21,1038.76,147.29,Returning,Individual,Online,14.179406215102622
2023-03-14,East,New York,Bob,Alpha,Electronics,6,523.55,114.04,Returning,Enterprise,Online,21.782064750262634
2023-03-13,South,Pennsylvania,Diana,Gamma,Electronics,19,985.1,249.04,Returning,Individual,Retail,25.28068216424728
2023-03-13,South,Illinois,Alice,Gamma,Electronics,14,1201.74,259.42,New,Enterprise,Online,21.58703213673507
2023-03-12,West,Georgia,Bob,Epsilon,Electronics,18,408.48,126.42,Returning,SMB,Online,30.948883666274966
2023-03-12,West,Georgia,Bob,Epsilon,Office Supplies,44,3363.59,1332.8,Returning,SMB,Retail,39.62432995698049
2023-03-12,West,Ohio,Alice,Alpha,Office Supplies,28,1025.76,369.69,Returning,SMB,Online,36.04059429106224
2023-03-12,North,Texas,Charlie,Gamma,Office Supplies,44,3615.22,491.8,Returning,Enterprise,Online,13.60359812127616
2023-03-11,West,Florida,Charlie,Alpha,Electronics,11,1048.38,286.17,Returning,Enterprise,Online,27.296400160247238
2023-03-11,North,California,Alice,Delta,Office Supplies,36,3343.74,1304.7,New,Enterprise,Retail,39.019182113441836
2023-03-10,North,Texas,Charlie,Epsilon,Office Supplies,6,224.49,51.91,Returning,Individual,Retail,23.123524433159602
2023-03-10,South,North Carolina,Diana,Epsilon,Office Supplies,21,549.01,218.49,Returning,Enterprise,Retail,39.79708930620572
2023-03-10,South,Georgia,Alice,Delta,Furniture,50,2651.87,770.52,Returning,SMB,Retail,29.055722942678187
2023-03-10,East,Michigan,Bob,Delta,Furniture,23,1836.46,360.25,New,Enterprise,Retail,19.61654487437788
2023-03-10,East,North Carolina,Diana,Epsilon,Electronics,14,713.41,233.62,New,Individual,Online,32.74694775795125
2023-03-09,North,Ohio,Bob,Beta,Electronics,37,1976.39,583.51,Returning,SMB,Retail,29.52403118817642
2023-03-09,North,California,Diana,Alpha,Furniture,22,694.27,248.84,Returning,Individual,Retail,35.84196350123151
2023-03-08,South,New York,Diana,Gamma,Office Supplies,14,299.41,78.79,Returning,SMB,Online,26.315086336461707
2023-03-08,South,Georgia,Diana,Epsilon,Furniture,38,2467.09,925.9,Returning,SMB,Online,37.530045519214944
2023-03-08,South,Florida,Alice,Beta,Office Supplies,42,2006.25,737.45,Returning,Enterprise,Retail,36.7576323987539
2023-03-08,North,Ohio,Alice,Beta,Office Supplies,30,1344.05,219.96,New,Enterprise,Retail,16.36546259439753
2023-03-08,South,Texas,Bob,Beta,Office Supplies,39,2216.21,809.55,New,SMB,Retail,36.52857806796287
2023-03-07,East,Michigan,Charlie,Gamma,Office Supplies,25,1308.76,226.53,Returning,Individual,Retail,17.30875026742871
2023-03-07,West,Georgia,Diana,Gamma,Office Supplies,5,266.95,52.27,New,Enterprise,Online,19.580445776362616
2023-03-06,South,Illinois,Alice,Gamma,Electronics,47,4610.82,629.37,Returning,Enterprise,Online,13.649849701354642
2023-03-06,East,Pennsylvania,Alice,Alpha,Furniture,30,2338.69,400.09,New,Enterprise,Online,17.10744049018895
2023-03-05,East,New York,Alice,Gamma,Furniture,26,1923.99,493.04,New,SMB,Retail,25.62591281659468
2023-03-05,North,Pennsylvania,Bob,Epsilon,Furniture,50,1978.48,732.68,Returning,Enterprise,Retail,37.03246937042578
2023-03-05,East,California,Alice,Gamma,Furniture,42,2529.59,887.89,Returning,SMB,Online,35.10015457050352
2023-03-04,West,Illinois,Alice,Alpha,Office Supplies,21,1375.89,400.46,Returning,SMB,Retail,29.105524424190882
2023-03-04,West,Michigan,Charlie,Epsilon,Electronics,28,2484.81,858.03,Returning,Individual,Retail,34.53101041930771
2023-03-04,East,Ohio,Bob,Beta,Furniture,30,1863.57,287.47,Returning,Enterprise,Retail,15.425768820060423
2023-03-03,North,North Carolina,Bob,Beta,Electronics,16,1548.55,453.63,Returning,Individual,Retail,29.293855542281488
2023-03-02,West,Georgia,Charlie,Beta,Office Supplies,50,2621.24,514.13,Returning,SMB,Online,19.61399948116159
2023-03-02,East,Illinois,Alice,Alpha,Office Supplies,13,1218.75,217.52,New,Individual,Retail,17.84779487179487
2023-03-01,South,North Carolina,Bob,Beta,Electronics,21,1788.3,381.74,New,SMB,Online,21.34653022423531
2023-02-28,South,California,Alice,Epsilon,Furniture,29,861.31,286.24,New,Individual,Online,33.23309841984884
2023-02-28,West,Michigan,Alice,Epsilon,Office Supplies,25,1935.39,505.29,Returning,Individual,Online,26.107916233937345
2023-02-28,West,Georgia,Charlie,Epsilon,Office Supplies,25,1399.3,248.43,Returning,Individual,Online,17.753876938469233
2023-02-27,South,New York,Diana,Alpha,Electronics,8,455.52,125.74,New,Enterprise,Retail,27.60361784334387
2023-02-27,South,Michigan,Charlie,Epsilon,Office Supplies,38,1538.82,325.85,New,Individual,Online,21.17531615133674
2023-02-25,South,New York,Charlie,Gamma,Electronics,44,936.31,320.04,New,Enterprise,Retail,34.18098706624943
2023-02-25,East,North Carolina,Charlie,Epsilon,Furniture,38,2976.29,858.16,Returning,Individual,Retail,28.833211817396826
2023-02-24,North,Illinois,Bob,Beta,Office Supplies,8,201.31,58.05,Returning,Individual,Retail,28.836123391783815
2023-02-24,East,North Carolina,Bob,Alpha,Electronics,2,152.27,40.22,Returning,SMB,Online,26.41360740789387
2023-02-23,South,California,Alice,Alpha,Furniture,2,81.07,23.87,New,Individual,Online,29.443690637720493
2023-02-23,North,Florida,Diana,Epsilon,Electronics,26,2439.09,258.98,Returning,Enterprise,Online,10.617894378641214
2023-02-23,West,Illinois,Charlie,Alpha,Office Supplies,19,994.27,166.64,New,Individual,Online,16.76003500055317
2023-02-23,West,Pennsylvania,Charlie,Delta,Electronics,14,419.75,66.4,New,Enterprise,Online,15.818939845145922
2023-02-22,North,Pennsylvania,Alice,Delta,Office Supplies,35,1191.02,122.24,Returning,Enterprise,Retail,10.263471646152038
2023-02-22,South,Illinois,Bob,Epsilon,Furniture,14,1389.72,205.84,Returning,Enterprise,Retail,14.811616728549637
2023-02-22,East,Ohio,Bob,Beta,Office Supplies,15,1014.58,284.18,New,SMB,Retail,28.009619744130575
2023-02-22,North,Illinois,Bob,Gamma,Electronics,42,3739.99,1169.1,Returning,SMB,Online,31.25944187016543
2023-02-22,South,California,Diana,Gamma,Furniture,15,750.07,166.78,New,Individual,Retail,22.23525804258269
2023-02-22,South,Michigan,Diana,Delta,Furniture,22,749.17,84.95,New,Enterprise,Retail,11.3392153983742
2023-02-21,North,Florida,Charlie,Epsilon,Office Supplies,19,1187.36,137.61,New,Individual,Retail,11.58957687643175
2023-02-21,North,North Carolina,Bob,Epsilon,Electronics,23,886.8,259.6,Returning,Individual,Online,29.273793414524135
2023-02-20,West,California,Diana,Beta,Furniture,50,4282.58,1345.06,Returning,SMB,Online,31.40770283333878
2023-02-20,North,Michigan,Bob,Delta,Office Supplies,20,479.52,185.94,Returning,Enterprise,Retail,38.77627627627628
2023-02-20,West,North Carolina,Bob,Alpha,Furniture,35,3337.58,1218.02,Returning,Enterprise,Online,36.49410650830841
2023-02-20,West,Pennsylvania,Alice,Epsilon,Furniture,27,556.81,59.58,New,Enterprise,Retail,10.700238860652647
2023-02-20,South,Pennsylvania,Bob,Beta,Office Supplies,16,1293.38,478.66,Returning,SMB,Retail,37.00845845768452
2023-02-19,North,Michigan,Bob,Alpha,Electronics,32,2092.64,214.94,New,SMB,Retail,10.271236333052986
2023-02-19,West,Georgia,Diana,Gamma,Electronics,42,2545.93,738.98,New,Individual,Online,29.02593551275958
2023-02-19,North,North Carolina,Diana,Epsilon,Electronics,26,1565.4,376.04,New,SMB,Online,24.02197521400281
2023-02-19,West,Ohio,Alice,Epsilon,Office Supplies,3,276.93,107.95,New,Enterprise,Online,38.98096992019644
2023-02-19,East,Ohio,Diana,Gamma,Furniture,1,76.84,22.53,Returning,Individual,Online,29.320666319625193
2023-02-19,South,Pennsylvania,Charlie,Gamma,Office Supplies,40,1338.48,271.66,New,Individual,Retail,20.296156834618376
2023-02-18,East,Michigan,Bob,Beta,Furniture,16,476.02,72.06,New,SMB,Online,15.138019410949122
2023-02-17,South,California,Bob,Delta,Electronics,5,349.53,131.22,New,SMB,Retail,37.541841901982664
2023-02-17,West,Illinois,Bob,Beta,Furniture,13,319.36,116.53,New,Enterprise,Online,36.488602204408814
2023-02-17,East,North Carolina,Bob,Alpha,Office Supplies,27,757.83,142.32,New,Enterprise,Online,18.779937452990776
2023-02-16,West,Michigan,Charlie,Beta,Furniture,33,884.86,90.4,New,SMB,Retail,10.21630540424474
2023-02-16,North,Pennsylvania,Alice,Epsilon,Office Supplies,41,3620.86,1370.88,Returning,SMB,Retail,37.86061874803224
2023-02-15,South,Georgia,Charlie,Epsilon,Office Supplies,48,2560.5,281.09,New,Enterprise,Retail,10.977933997266158
2023-02-14,South,North Carolina,Charlie,Alpha,Furniture,49,2357.85,343.36,Returning,Individual,Retail,14.562419153041967
2023-02-14,West,California,Diana,Delta,Office Supplies,16,1156.54,141.53,Returning,Enterprise,Retail,12.237363169453715
2023-02-14,North,Georgia,Charlie,Gamma,Furniture,47,3153.27,407.35,New,Individual,Online,12.918335569107626
2023-02-13,North,Texas,Alice,Alpha,Furniture,6,423.82,106.53,Returning,Enterprise,Online,25.135670803643055
2023-02-13,West,Texas,Charlie,Alpha,Office Supplies,41,2830.71,913.13,Returning,Individual,Online,32.25798474587648
2023-02-13,East,Texas,Diana,Epsilon,Office Supplies,34,1485.69,393.97,Returning,Individual,Retail,26.517644999966343
2023-02-13,West,Ohio,Alice,Alpha,Electronics,48,4309.22,682.68,Returning,Enterprise,Online,15.84231020927221
2023-02-13,South,Pennsylvania,Diana,Alpha,Electronics,44,1807.42,284.09,Returning,SMB,Online,15.71798475174558
2023-02-12,North,Pennsylvania,Alice,Delta,Electronics,33,1475.99,456.17,New,Individual,Online,30.90603594875304
2023-02-11,North,New York,Diana,Delta,Electronics,45,2950.07,295.34,Returning,SMB,Retail,10.011287867745509
2023-02-11,North,Illinois,Diana,Epsilon,Office Supplies,45,1159.44,266.5,New,SMB,Retail,22.98523425101773
2023-02-11,South,Florida,Alice,Delta,Furniture,6,594.17,168.66,New,SMB,Online,28.385815507346386
2023-02-11,North,Illinois,Charlie,Beta,Office Supplies,2,103.69,17.54,New,Individual,Retail,16.91580673160382
2023-02-11,South,Ohio,Charlie,Gamma,Office Supplies,11,723.49,192.87,Returning,Individual,Online,26.65828138605924
2023-02-11,North,Ohio,Alice,Epsilon,Electronics,48,4316.56,1230.77,Returning,Enterprise,Retail,28.51275089423059
2023-02-09,South,North Carolina,Bob,Beta,Electronics,7,412.68,98.2,Returning,Enterprise,Retail,23.795677037898614
2023-02-08,South,Pennsylvania,Bob,Alpha,Office Supplies,27,965.5,152.23,Returning,Enterprise,Online,15.766960124287932
2023-02-07,East,California,Diana,Epsilon,Furniture,21,992.28,371.68,New,SMB,Retail,37.457169347361635
2023-02-07,North,New York,Bob,Gamma,Furniture,50,4119.06,642.82,New,Individual,Retail,15.605987773909579
2023-02-07,North,North Carolina,Charlie,Gamma,Electronics,12,762.16,234.57,New,SMB,Online,30.77700220426157
2023-02-06,North,Pennsylvania,Alice,Delta,Furniture,48,3375.81,1304.16,New,Individual,Online,38.63250597634346
2023-02-06,North,North Carolina,Charlie,Gamma,Electronics,26,793.66,168.95,Returning,SMB,Online,21.28745306554444
2023-02-05,South,Ohio,Diana,Epsilon,Office Supplies,34,771.58,206.67,New,Enterprise,Retail,26.785297700821687
2023-02-05,East,Pennsylvania,Diana,Gamma,Furniture,45,4295.37,1565.37,New,SMB,Retail,36.44319348507812
2023-02-05,South,Pennsylvania,Charlie,Delta,Electronics,28,2047.17,496.14,New,Enterprise,Retail,24.2354079045707
2023-02-04,North,Illinois,Charlie,Delta,Office Supplies,23,1652.73,520.92,New,Individual,Online,31.518759870033215
2023-02-04,North,Illinois,Diana,Alpha,Electronics,13,381.03,140.05,New,Enterprise,Online,36.755636039157025
2023-02-04,North,California,Charlie,Beta,Electronics,29,2864.21,287,New,SMB,Retail,10.020214998201947
2023-02-04,North,Georgia,Bob,Alpha,Furniture,23,1514.37,371.7,New,Individual,Retail,24.54486023891123
2023-02-03,South,North Carolina,Alice,Gamma,Furniture,4,241.33,42.76,New,SMB,Retail,17.718476774541084
2023-02-03,South,Illinois,Diana,Beta,Electronics,39,1060.06,302.89,Returning,Enterprise,Retail,28.572910967303738
2023-02-02,West,Texas,Alice,Epsilon,Electronics,2,73.71,9.59,New,SMB,Online,13.010446343779677
2023-02-01,South,New York,Diana,Beta,Furniture,2,61.55,19.21,New,Enterprise,Online,31.210398050365562
2023-02-01,North,Florida,Diana,Alpha,Furniture,10,841.99,332.95,New,Enterprise,Retail,39.54322497891899
2023-02-01,South,Florida,Diana,Delta,Electronics,9,496.34,76.1,Returning,Individual,Online,15.332231937784583
2023-02-01,East,Texas,Bob,Alpha,Furniture,10,465.99,120.63,New,SMB,Retail,25.886821605613854
2023-01-31,East,Pennsylvania,Bob,Beta,Furniture,34,2108.73,333.3,Returning,Individual,Retail,15.805721927416027
2023-01-31,South,Georgia,Bob,Epsilon,Electronics,16,685.18,120.1,Returning,SMB,Retail,17.528240754254355
2023-01-31,West,New York,Bob,Beta,Electronics,34,2093.76,729.05,Returning,SMB,Retail,34.820132202353655
2023-01-31,North,Ohio,Charlie,Alpha,Furniture,32,2738.9,628.75,Returning,Individual,Online,22.956296323341487
2023-01-31,South,North Carolina,Bob,Gamma,Electronics,31,2780.23,909.51,New,Enterprise,Retail,32.71348053937984
2023-01-30,West,North Carolina,Charlie,Delta,Electronics,29,2675.33,530.27,New,Individual,Retail,19.820732395629697
2023-01-30,South,New York,Bob,Epsilon,Electronics,27,785.77,277.82,New,SMB,Retail,35.35640200058541
2023-01-30,North,New York,Charlie,Gamma,Furniture,39,1537.57,387.72,New,Individual,Retail,25.21641291128209
2023-01-29,West,Texas,Bob,Alpha,Electronics,43,2256.11,606.12,New,SMB,Retail,26.865711334996963
2023-01-29,West,Pennsylvania,Alice,Alpha,Furniture,20,1973.96,643.77,New,Individual,Retail,32.61312285963241
2023-01-29,East,Georgia,Alice,Beta,Electronics,31,2044.86,574.28,New,SMB,Online,28.08407421534971
2023-01-29,South,Texas,Charlie,Alpha,Furniture,13,1134.66,281.36,Returning,SMB,Online,24.79685544568417
2023-01-28,East,Texas,Alice,Beta,Electronics,39,2411.47,885.5,New,Individual,Online,36.720340705047136
2023-01-28,West,Texas,Diana,Alpha,Office Supplies,29,2534.29,590.69,Returning,Enterprise,Online,23.307908723942408
2023-01-28,North,Florida,Bob,Epsilon,Office Supplies,38,2343.59,258.25,Returning,Individual,Retail,11.019418925665326
2023-01-28,South,New York,Charlie,Epsilon,Office Supplies,6,252.94,69.49,New,Enterprise,Online,27.472918478690595
2023-01-28,North,Florida,Alice,Epsilon,Office Supplies,16,485.06,99.03,Returning,SMB,Online,20.416031006473425
2023-01-27,South,Michigan,Bob,Alpha,Electronics,15,1085.21,142.56,Returning,Enterprise,Retail,13.136627933763972
2023-01-27,East,Texas,Diana,Beta,Office Supplies,11,378.15,48.98,Returning,Enterprise,Online,12.95253206399577
2023-01-27,West,Georgia,Diana,Delta,Furniture,42,1017.77,351.27,Returning,Enterprise,Online,34.51369169851735
2023-01-26,East,New York,Alice,Delta,Electronics,43,1434.53,530.41,New,SMB,Retail,36.97447944622977
2023-01-25,South,Michigan,Bob,Gamma,Furniture,30,1528.04,233.58,New,Individual,Retail,15.286249051071962
2023-01-25,North,Pennsylvania,Alice,Delta,Furniture,18,558.83,152.93,New,SMB,Retail,27.366104181951577
2023-01-24,North,Georgia,Diana,Epsilon,Furniture,10,432.07,162.18,New,SMB,Online,37.535584511768924
2023-01-24,South,Illinois,Charlie,Alpha,Furniture,1,40.71,5.08,New,SMB,Online,12.478506509457135
2023-01-24,North,New York,Diana,Epsilon,Electronics,50,1684.69,602.43,New,SMB,Retail,35.75910108091102
2023-01-24,East,Florida,Diana,Gamma,Furniture,46,3571.51,1395.19,Returning,SMB,Retail,39.064429331011254
2023-01-24,North,Michigan,Bob,Beta,Furniture,9,684.01,201.08,Returning,Individual,Retail,29.397231034633997
2023-01-23,North,Ohio,Bob,Epsilon,Electronics,23,915.88,324.25,New,Enterprise,Online,35.40310957767393
2023-01-23,West,Georgia,Charlie,Alpha,Furniture,11,435.83,75.02,New,Individual,Online,17.213133561250945
2023-01-23,West,Michigan,Bob,Gamma,Furniture,49,3853.16,955.66,New,Enterprise,Retail,24.80198071193514
2023-01-23,West,Florida,Bob,Epsilon,Furniture,49,3841.45,717.33,New,SMB,Online,18.673417589712223
2023-01-23,East,Ohio,Bob,Gamma,Office Supplies,21,574.87,218.98,New,SMB,Online,38.092090385652405
2023-01-22,West,Illinois,Charlie,Alpha,Electronics,37,1942.08,225.26,Returning,SMB,Online,11.598904267589388
2023-01-22,East,Georgia,Diana,Delta,Furniture,6,157.6,49.77,Returning,Enterprise,Online,31.57994923857868
2023-01-21,North,Michigan,Bob,Beta,Electronics,33,2522.41,321.72,Returning,SMB,Online,12.754468940418093
2023-01-20,South,Texas,Diana,Alpha,Office Supplies,33,2874.83,907.91,Returning,Enterprise,Retail,31.581345679570617
2023-01-19,West,Pennsylvania,Diana,Alpha,Electronics,43,2086.35,382.66,New,Individual,Retail,18.34112205526398
2023-01-19,North,Texas,Diana,Epsilon,Electronics,11,543.3,94.19,Returning,Individual,Online,17.33664642002577
2023-01-19,North,Illinois,Charlie,Epsilon,Electronics,49,4405.44,975.85,New,Enterprise,Retail,22.151022372339654
2023-01-18,North,Pennsylvania,Diana,Delta,Office Supplies,35,753.99,115.87,Returning,SMB,Retail,15.367577819334475
2023-01-18,South,Georgia,Alice,Delta,Electronics,25,2328.2,286.2,New,Enterprise,Online,12.29275835409329
2023-01-18,East,Ohio,Diana,Alpha,Office Supplies,23,707.03,278.71,Returning,SMB,Online,39.41982659858846
2023-01-16,East,New York,Bob,Gamma,Office Supplies,12,771.36,176.48,Returning,SMB,Retail,22.879070732213233
2023-01-16,East,Illinois,Diana,Delta,Electronics,32,1991.23,205.77,Returning,Individual,Retail,10.333813773396344
2023-01-16,North,Pennsylvania,Alice,Delta,Furniture,32,1756.81,546.58,Returning,SMB,Online,31.112072449496537
2023-01-16,North,Ohio,Diana,Gamma,Electronics,42,1060.14,416.2,Returning,SMB,Online,39.25896579697021
